iter	TotalF1	MultiClass
882	0.9564955237	0.1316567152
883	0.9565023835	0.1315877923
884	0.9565528667	0.1315314721
885	0.9565694942	0.1314705615
886	0.9566024459	0.1313958664
887	0.9566274468	0.1313361653
888	0.9566565585	0.1312652634
889	0.9566545011	0.1312174503
890	0.9566690515	0.1311649094
891	0.9566910578	0.131122415
892	0.9566906354	0.1310729252
893	0.9567298081	0.131011836
894	0.9567992336	0.1309187798
895	0.9568517974	0.1308580342
896	0.9568944797	0.1307480461
897	0.956947168	0.1306585769
898	0.9570213417	0.1305570136
899	0.9570655291	0.130481274
900	0.9570600336	0.1304286782
901	0.9570805384	0.130340116
902	0.9571254222	0.1302844417
903	0.9571724558	0.1302013907
904	0.9571801432	0.1301381163
905	0.9571991517	0.1301025897
906	0.9572293505	0.1300242938
907	0.95728786	0.1299498186
908	0.9573382796	0.1298585078
909	0.9573976304	0.129749578
910	0.9574388538	0.1296575251
911	0.9574457448	0.1296207204
912	0.9574864302	0.1295482929
913	0.9575484575	0.1294787378
914	0.957564562	0.129433907
915	0.9575856962	0.1293561746
916	0.9576185715	0.1293211978
917	0.9576624676	0.1292492239
918	0.957702182	0.1291845065
919	0.9577217773	0.1291252451
920	0.9577209129	0.1290765662
921	0.957764454	0.1290005929
922	0.9577908841	0.1289455921
923	0.9578229741	0.1288802424
924	0.9578628861	0.1287985657
925	0.957881621	0.1287421492
926	0.9579466175	0.1286577651
927	0.9579647479	0.128635707
928	0.9579684259	0.1285960849
929	0.9579962516	0.1285043343
930	0.9580214384	0.1284596409
931	0.9580812239	0.1283576515
932	0.958087796	0.1283216165
933	0.9581023922	0.1283002731
934	0.9581527784	0.1282298384
935	0.9581711095	0.1281846777
936	0.9582072682	0.1281327416
937	0.958229034	0.1280861517
938	0.9582676914	0.1280253511
939	0.9582666291	0.1279902643
940	0.9583133259	0.1279452411
941	0.9583319781	0.1278757547
942	0.9583654102	0.1278140746
943	0.9583432929	0.1277643236
944	0.9583804601	0.1277373867
945	0.9583924193	0.1276842824
946	0.9584284536	0.1276166926
947	0.9584663122	0.1275500923
948	0.9585043334	0.1274822414
949	0.958555826	0.1274130436
950	0.9585810953	0.1273563248
951	0.9586381514	0.1272532909
952	0.9586535307	0.1271755723
953	0.9586867103	0.1271371871
954	0.9587276313	0.1270595097
955	0.9587231397	0.1269967163
956	0.9587434528	0.1269297725
957	0.9587758797	0.1268716106
958	0.9588052986	0.1268014233
959	0.958861088	0.1267246392
960	0.9588825349	0.1266420967
961	0.9589549917	0.1265461956
962	0.9589655485	0.1264995644
963	0.9590008622	0.1264201278
964	0.9590319708	0.1263755169
965	0.9590714783	0.1262888788
966	0.9591078039	0.1262408871
967	0.9591631728	0.1261358604
968	0.9591547802	0.1260891742
969	0.9592163752	0.1260045014
970	0.9592683956	0.1259345203
971	0.9593157212	0.1258731288
972	0.9593464807	0.1258145409
973	0.9593853802	0.1257560904
974	0.9594127516	0.125707274
975	0.959405279	0.1256457038
976	0.9594589436	0.1255717371
977	0.9594880762	0.1255048482
978	0.9595065657	0.1254367637
979	0.9595183022	0.1253494247
980	0.9595270045	0.125314228
981	0.959526734	0.1252587735
982	0.9595479495	0.1252058891
983	0.959603296	0.1251367326
984	0.9596511387	0.1250435389
985	0.9596776971	0.1249675245
986	0.9596980775	0.124906504
987	0.9597557822	0.1248216251
988	0.9597971374	0.124739055
989	0.9598252816	0.1246736779
990	0.9598533088	0.1246041915
991	0.9598971014	0.1245191614
992	0.9599296799	0.124473451
993	0.9599777676	0.124359821
994	0.9600279321	0.1242849747
995	0.9600344197	0.1242371754
996	0.9600685626	0.1241436244
997	0.960116744	0.1240771615
998	0.9601395737	0.1240103001
999	0.9601915913	0.1239180273
1000	0.9602039431	0.123843662
1001	0.9602527777	0.1237844144
1002	0.9602796369	0.1237252493
1003	0.9603343635	0.123653083
1004	0.9603608446	0.1235798172
1005	0.9603739214	0.1235191953
1006	0.9604021597	0.1234641669
1007	0.9604061965	0.123418429
1008	0.960460803	0.1233348008
1009	0.9604939952	0.1232849124
1010	0.9604964266	0.1232375391
1011	0.9605213452	0.123205627
1012	0.9605780489	0.1231138352
1013	0.9606202273	0.1230326944
1014	0.9606340999	0.1229692826
1015	0.9606784554	0.122852794
1016	0.9607252547	0.122782483
1017	0.9607594697	0.1227218061
1018	0.9607916236	0.1226462177
1019	0.9608124921	0.1225838091
1020	0.960829413	0.1225323128
1021	0.9608557632	0.1224765835
1022	0.9608953114	0.1224262142
1023	0.9609422066	0.1223189885
1024	0.9609779691	0.1222725223
1025	0.9610010494	0.1221995451
1026	0.9609969409	0.122198267
1027	0.9609933817	0.1221295227
1028	0.960997256	0.1221248912
1029	0.9610472862	0.1220267774
1030	0.9610758329	0.121956274
1031	0.9610920507	0.1219143568
1032	0.9611140767	0.1218578167
1033	0.9611563686	0.1217914638
1034	0.9611718781	0.1217444066
1035	0.9612263467	0.1216783698
1036	0.9612545079	0.1216330305
1037	0.9612973619	0.1215755558
1038	0.9613379699	0.1214857155
1039	0.9613722154	0.1214478388
1040	0.9613537202	0.1213913124
1041	0.9613701972	0.1213521164
1042	0.9613723682	0.1212898728
1043	0.961417839	0.1212329753
1044	0.9614236217	0.1211900548
1045	0.9614344575	0.1211466121
1046	0.9614596434	0.1210984004
1047	0.9615336136	0.1210108278
1048	0.9615528793	0.1209613655
1049	0.9615871358	0.120890436
1050	0.9616047348	0.1208376203
1051	0.9616615162	0.1207636261
1052	0.9616632636	0.1207165552
1053	0.9616792527	0.1206756687
1054	0.9617120601	0.1206338202
1055	0.9617444649	0.1205455604
1056	0.9618073986	0.120460118
1057	0.9618268365	0.1204102434
1058	0.9618433487	0.1203721193
1059	0.9618695906	0.1203001042
1060	0.9619091966	0.1202264536
1061	0.9619396206	0.1201516898
1062	0.961980042	0.1200937203
1063	0.9619959247	0.1200443817
1064	0.9620037789	0.1199842133
1065	0.9620292215	0.1198932873
1066	0.962066628	0.1198387124
1067	0.9621021876	0.1197903359
1068	0.9621224676	0.1197199424
1069	0.9621368137	0.1196578225
1070	0.9621713114	0.1195885972
1071	0.9621925377	0.1195237286
1072	0.962216673	0.1194910332
1073	0.962271588	0.1194161457
1074	0.9622905955	0.1193151458
1075	0.9623090898	0.1192236838
1076	0.9623173873	0.1191910296
1077	0.9623737995	0.1191212409
1078	0.9623865572	0.1190759428
1079	0.9624036336	0.1190393992
1080	0.9624218438	0.1190066763
1081	0.962426956	0.1189567192
1082	0.9624161168	0.1188940083
1083	0.9624802167	0.1188135547
1084	0.9624913333	0.1187615637
1085	0.9625335805	0.1186987978
1086	0.9625390352	0.1186518505
1087	0.962567795	0.1185876003
1088	0.9625976081	0.1185263462
1089	0.9626118047	0.1184601857
1090	0.9626171166	0.1183779593
1091	0.9626469503	0.1183212405
1092	0.9626771323	0.1182663633
1093	0.9627013003	0.1182098644
1094	0.9627000317	0.1181742553
1095	0.9627363603	0.1181088645
1096	0.9627758433	0.1180457688
1097	0.9627906086	0.1180040577
1098	0.962791971	0.1180040577
1099	0.9628286119	0.1179423638
1100	0.9628887896	0.1178615254
1101	0.9629188552	0.1178156776
1102	0.9629399509	0.1177694312
1103	0.9629626911	0.1177192405
1104	0.9629808712	0.1176763475
1105	0.9630297338	0.1176078369
1106	0.9630403707	0.1175737672
1107	0.9630966004	0.1174987697
1108	0.9631143146	0.1174367322
1109	0.9631529258	0.1173675344
1110	0.9631628514	0.1173258234
1111	0.9631962324	0.1173058131
1112	0.9632282021	0.1172234492
1113	0.963233285	0.1171972406
1114	0.9632471037	0.117117859
1115	0.9632774145	0.1170673385
1116	0.9633059406	0.1170044626
1117	0.9633422309	0.1169459984
1118	0.9633436678	0.1168898156
1119	0.9633796749	0.1168204667
1120	0.9633944445	0.1167681595
1121	0.9634188612	0.1166901934
1122	0.9634658622	0.1166214355
1123	0.9635216634	0.1165397175
1124	0.9635468349	0.1164829575
1125	0.9635687518	0.1164364088
1126	0.9635993621	0.1163575082
1127	0.9636356156	0.1163340071
1128	0.9636431464	0.1162914851
1129	0.9636432652	0.1162508323
1130	0.9636608228	0.1161929591
1131	0.9637178143	0.1161411054
1132	0.9637619994	0.1160635792
1133	0.9637681982	0.1160160821
1134	0.9638011573	0.1159625518
1135	0.9638087647	0.1159071386
1136	0.963844819	0.1158615657
1137	0.9638710138	0.1157869118
1138	0.9638644254	0.1157483754
1139	0.9638833565	0.1157079975
1140	0.963922903	0.115641356
1141	0.9639476916	0.1155777792
1142	0.9639844666	0.1155148759
1143	0.9640290509	0.115442902
1144	0.964053438	0.1153571297
1145	0.9640536265	0.1153570061
1146	0.9640793922	0.1153077361
1147	0.9641306957	0.1152167071
1148	0.9641341243	0.1151452554
1149	0.964155908	0.1150726287
1150	0.9642239716	0.114998765
1151	0.9642501938	0.114941524
1152	0.964266378	0.1148806753
1153	0.9642635879	0.1148180056
1154	0.9643069362	0.1147786378
1155	0.9643194925	0.1147406855
1156	0.9643285875	0.1146938963
1157	0.9643488599	0.114666011
1158	0.9643988867	0.1145925528
1159	0.9644008873	0.1145478457
1160	0.9644400857	0.1144906528
1161	0.964480867	0.1144255643
1162	0.9644648189	0.1143660212
1163	0.9645228404	0.1142986444
1164	0.9645649333	0.114252666
1165	0.9645840739	0.1141920579
1166	0.9645947088	0.114155693
1167	0.9646371136	0.1140868869
1168	0.9646794476	0.1140216403
1169	0.964693897	0.113974109
1170	0.9647045809	0.1139337447
1171	0.9647246043	0.1138683333
1172	0.9647668645	0.1138056636
1173	0.964785208	0.1137587507
1174	0.9648224153	0.1136960879
1175	0.9648719583	0.1136112295
1176	0.9649031808	0.1135240211
1177	0.9649285587	0.113482846
1178	0.9649447266	0.1134392247
1179	0.9649749584	0.1133824165
1180	0.9649938768	0.1133301368
1181	0.9650346076	0.1132772593
1182	0.9650585024	0.1132457733
1183	0.9650595191	0.1132067078
1184	0.9650908716	0.1131501608
1185	0.9651327484	0.1130878072
1186	0.9651696236	0.113018046
1187	0.9651998953	0.1129598223
1188	0.9651909843	0.1129031653
1189	0.9652074277	0.1128222788
1190	0.9652568049	0.1127854466
1191	0.9652715166	0.1127352697
1192	0.9652738141	0.112683203
1193	0.9653241713	0.1125860719
1194	0.9653379999	0.112529944
1195	0.9653549424	0.1124757334
1196	0.9653854615	0.1124144449
1197	0.9654259282	0.1123634296
1198	0.9654433683	0.1123165648
1199	0.9654619006	0.1122694251
1200	0.9654939395	0.1122186365
1201	0.9655420562	0.1121446148
1202	0.9655504592	0.112079973
1203	0.9655925039	0.1119990659
1204	0.9656214216	0.1119413301
1205	0.9656484579	0.1118856558
1206	0.9656420946	0.1118689095
1207	0.9656638017	0.1118455114
1208	0.9656667481	0.1118442952
1209	0.9656821737	0.1118083975
1210	0.9657168946	0.1117371726
1211	0.9657563496	0.1116800827
1212	0.9657945372	0.1116207183
1213	0.9658219021	0.1115705826
1214	0.9658191481	0.1115538844
1215	0.9658127851	0.1115454117
1216	0.9658495798	0.1114765162
1217	0.9658406462	0.1114449821
1218	0.9658760384	0.1113878304
1219	0.9659141266	0.1113328982
1220	0.9659317169	0.1112776019
1221	0.965953903	0.1112207319
1222	0.9659778238	0.1111742244
1223	0.9660064664	0.1110873802
1224	0.9660189705	0.1110543755
1225	0.9660328688	0.111032771
1226	0.9660458981	0.1110244769
1227	0.9660635542	0.1109888129
1228	0.9660587306	0.1109415426
1229	0.9661207372	0.1108771413
1230	0.9661217517	0.1108416147
1231	0.9661350147	0.1108008794
1232	0.9661433427	0.1107671532
1233	0.9661794219	0.1107213879
1234	0.9662234046	0.1106561413
1235	0.9662273886	0.1106043289
1236	0.9662611301	0.1105532243
1237	0.9662787895	0.1105343821
1238	0.9663191609	0.1104430026
1239	0.9663185816	0.110442769
1240	0.9663172933	0.1104427827
1241	0.9663299275	0.1103854661
1242	0.9663812644	0.1102995014
1243	0.9663916801	0.1102468987
1244	0.9664325753	0.1101899738
1245	0.9664414805	0.1101613532
1246	0.9664805153	0.1100830368
1247	0.9664996978	0.1100342754
1248	0.9665179109	0.1099861805
1249	0.966532521	0.1099378658
1250	0.9665830673	0.1098818204
1251	0.966603388	0.1098431603
1252	0.966600103	0.1097989411
1253	0.9665996805	0.1097988518
1254	0.9666179891	0.1097780787
1255	0.9666431132	0.1097343474
1256	0.9666411759	0.1096919835
1257	0.9666687457	0.1096517842
1258	0.9667076848	0.109609922
1259	0.9667288945	0.1095704923
1260	0.9667461934	0.1095422016
1261	0.9667555343	0.1094896608
1262	0.9667719811	0.1094403221
1263	0.9668047658	0.1093985905
1264	0.9668226067	0.1093326361
1265	0.9668481829	0.1092840396
1266	0.9668672399	0.1092341925
1267	0.9669164339	0.1091265134
1268	0.9669507292	0.1090620364
1269	0.9669648375	0.1090207033
1270	0.9669954581	0.1089524951
1271	0.9670379239	0.1088844517
1272	0.9670361579	0.1088625723
1273	0.9670635753	0.1088083273
1274	0.9670945776	0.1087528179
1275	0.9671682379	0.1086610398
1276	0.9671496579	0.108634577
1277	0.9671896083	0.1085977036
1278	0.9672151816	0.1085464409
1279	0.967235624	0.10851356
1280	0.9672734948	0.1084472689
1281	0.9672869641	0.1083738932
1282	0.967305893	0.1083167964
1283	0.9673250846	0.1082744051
1284	0.9673370575	0.1082350853
1285	0.9673698134	0.1081759065
1286	0.9673854232	0.1081234344
1287	0.967385226	0.1080713608
1288	0.9674131992	0.1080062242
1289	0.9674053675	0.1079693508
1290	0.967441762	0.107924465
1291	0.9674705037	0.1078855095
1292	0.9675011992	0.1078210257
1293	0.9675021625	0.1078207646
1294	0.967501276	0.1078206958
1295	0.9675426172	0.1077697974
1296	0.9675614275	0.1076985862
1297	0.9675814696	0.1076463408
1298	0.9676003623	0.1076235612
1299	0.9676084576	0.1075666981
1300	0.9676211719	0.107528897
1301	0.9676135503	0.1074866156
1302	0.9676566882	0.1074345696
1303	0.967701696	0.107348763
1304	0.9677356834	0.1073014996
1305	0.9677468493	0.1072669557
1306	0.9677446436	0.1072509653
1307	0.9677465579	0.1072158716
1308	0.9677783104	0.1071625406
1309	0.9678082945	0.1070767958
1310	0.9678398531	0.1070204481
1311	0.9678574703	0.1069703123
1312	0.9679009518	0.1068752633
1313	0.967901606	0.1068412279
1314	0.9679381877	0.1067725868
1315	0.9679486417	0.1067323187
1316	0.9679354281	0.1066976786
1317	0.9679736557	0.1066138442
1318	0.9679942266	0.1065790254
1319	0.9680009176	0.1065299204
1320	0.9680319736	0.1064901747
1321	0.9680550826	0.10643918
1322	0.9680646977	0.1064106144
1323	0.968062957	0.1063566718
1324	0.9680807865	0.1062926827
1325	0.9681151549	0.1062465051
1326	0.9681673172	0.1061701401
1327	0.9681752972	0.1061238457
1328	0.9682195901	0.1060682469
1329	0.968225133	0.1060354278
1330	0.9682536051	0.1059653367
1331	0.9682784023	0.1059376714
1332	0.9682918345	0.1058932048
1333	0.9683188935	0.1058495628
1334	0.9683399067	0.1057916071
1335	0.968369892	0.1057434091
1336	0.9684038071	0.1056723904
1337	0.9684288871	0.1056247765
1338	0.9684413815	0.1055885972
1339	0.9684963782	0.1055281127
1340	0.9685209112	0.1054438385
1341	0.9685574141	0.1053696862
1342	0.9685848803	0.1053102737
1343	0.9686100176	0.1052603029
1344	0.9686279569	0.1052240479
1345	0.9686414327	0.1051756988
1346	0.9686695209	0.1051277277
1347	0.9686854692	0.1051070852
1348	0.9687193266	0.1050532181
1349	0.9687537088	0.105006477
1350	0.9687561588	0.1049788666
1351	0.9687912592	0.1049435874
1352	0.9688015905	0.1048901945
1353	0.9688194133	0.1048540907
1354	0.9688569902	0.1047823023
1355	0.9688883917	0.1047320635
1356	0.9689049681	0.1046795021
1357	0.9688981607	0.1046710911
1358	0.9688941081	0.1046481535
1359	0.9689084252	0.1046276759
1360	0.9689359479	0.104610318
1361	0.9689607258	0.1045501771
1362	0.9690236611	0.1044569079
1363	0.9690236611	0.1044568392
1364	0.9690367493	0.1044289539
1365	0.9690425136	0.1043739187
1366	0.9690602919	0.1043316166
1367	0.9690801309	0.1042735853
1368	0.9690913485	0.1042404776
1369	0.9691294752	0.1041935303
1370	0.9691317758	0.1041578595
1371	0.9691495977	0.1040932245
1372	0.969188982	0.1040447105
1373	0.9692106694	0.1039930286
1374	0.9692253107	0.1039648272
1375	0.9692495682	0.1039095034
1376	0.9692498535	0.1038766774
1377	0.9692642345	0.1038396391
1378	0.969293349	0.1037998727
1379	0.9693002534	0.1037713278
1380	0.969324539	0.1037402678
1381	0.9693367725	0.1036975397
1382	0.9693905702	0.1036355641
1383	0.9693908892	0.1035940317
1384	0.9694060962	0.103542927
1385	0.9694001896	0.1034981168
1386	0.9694098534	0.1034639715
1387	0.9694337184	0.1034229888
1388	0.9694335956	0.1034228582
1389	0.9694759161	0.1033728118
1390	0.9694775253	0.1033339319
1391	0.9695109792	0.1032674347
1392	0.9695280697	0.1032525644
1393	0.9695370488	0.1032012742
1394	0.969586144	0.1031512072
1395	0.9696040974	0.1031246069
1396	0.9695995065	0.1030669192
1397	0.9696028037	0.1030091491
1398	0.969628461	0.1029535984
1399	0.9696464372	0.1029230126
1400	0.9696653301	0.102891025
1401	0.9696945894	0.1028677987
1402	0.9697030455	0.1028358042
1403	0.9697483805	0.1027666545
1404	0.969757815	0.1027050774
1405	0.9697860962	0.1026490046
1406	0.96980462	0.1026275856
1407	0.9698109888	0.1025804459
1408	0.9698319183	0.1025187726
1409	0.9698373552	0.1024744915
1410	0.9698497669	0.1024268777
1411	0.9698465393	0.1023620159
1412	0.9698865743	0.1023254449
1413	0.9699048119	0.10226841
1414	0.9699164551	0.1022447714
1415	0.969928631	0.1022127219
1416	0.9699563738	0.1021573362
1417	0.9699773655	0.1021312101
1418	0.970026786	0.102096838
1419	0.9700305391	0.1020571953
1420	0.9700752362	0.1020102068
1421	0.97011027	0.1019433179
1422	0.9701190694	0.1019004112
1423	0.9701271921	0.1018555598
1424	0.9701387711	0.1018131065
1425	0.9701586271	0.1017952677
1426	0.9701771013	0.1017557418
1427	0.9702349247	0.1016984183
1428	0.9702282027	0.101645204
1429	0.9702563802	0.1015818541
1430	0.9702681902	0.1015232868
1431	0.9702921109	0.1014754393
1432	0.9703189312	0.1014222594
1433	0.9703209378	0.1013815654
1434	0.9703355268	0.1013490005
1435	0.9703624073	0.1012761745
1436	0.9703815798	0.101229935
1437	0.970376958	0.1011831801
1438	0.9703797945	0.1011446025
1439	0.9703941114	0.1010945836
1440	0.9704284452	0.1010597373
1441	0.9704479888	0.1010285331
1442	0.9704598445	0.1009788783
1443	0.9704621736	0.1009426028
1444	0.9704934952	0.1009028914
1445	0.9705012154	0.1008684024
1446	0.9705169792	0.1008180468
1447	0.9705333325	0.1007667566
1448	0.9705630586	0.1007222625
1449	0.9705808852	0.1006775554
1450	0.9706321261	0.1006018089
1451	0.970658898	0.1005456742
1452	0.9706862453	0.1005043205
1453	0.9707344217	0.1004444476
1454	0.970743393	0.100409134
1455	0.9707879158	0.100365279
1456	0.9708238939	0.1003125045
1457	0.9708425068	0.1002484949
1458	0.9708612947	0.100210577
1459	0.9708676406	0.10017716
1460	0.9708842472	0.100128323
1461	0.9709010146	0.1000890377
1462	0.9709389611	0.1000350607
1463	0.9709374819	0.100004303
1464	0.9709590449	0.09997441813
1465	0.9709763891	0.09994779039
1466	0.971001704	0.09989518084
1467	0.9710103539	0.09985617722
1468	0.9710379538	0.09981987416
1469	0.9710282714	0.09979763055
1470	0.9710557294	0.0997479827
1471	0.9710839337	0.09969711856
1472	0.9711036297	0.09964714087
1473	0.9711205541	0.09958748786
1474	0.9711364547	0.09955334938
1475	0.9711352545	0.09952641928
1476	0.9711702912	0.09947927272
1477	0.971187769	0.09945362763
1478	0.9712331437	0.09936994437
1479	0.9712500564	0.09932723004
1480	0.9712597973	0.09928290086
1481	0.971275485	0.09924322381
1482	0.9712945468	0.09921589516
1483	0.9713046631	0.09919321864
1484	0.9713232633	0.09916781405
1485	0.9713375221	0.09911087535
1486	0.9713602706	0.09906196277
1487	0.9714004079	0.09903124639
1488	0.9714039808	0.09899875711
1489	0.9714241706	0.09895238704
1490	0.9714282851	0.09892380775
1491	0.9714296955	0.09890552909
1492	0.9714199125	0.09886957649
1493	0.9714690746	0.0988241341
1494	0.9714777628	0.09876830862
1495	0.9715022117	0.09873335241
1496	0.9715244408	0.09867835839
1497	0.9715199102	0.09864792374
1498	0.971547447	0.09858880672
1499	0.971601007	0.09852465964
